TERYT;Wojewodztwo;Powiat;Gmina;Rodzaj gminy;Nazwa;Nazwa typu jednostki;Stan na 
3018035;30;18;03;5;Grabów nad Prosną;obszar wiejski;2010-01-01
3018042;30;18;04;2;Kobyla Góra;gmina wiejska;2010-01-01
3018052;30;18;05;2;Kraszewice;gmina wiejska;2010-01-01
3018063;30;18;06;3;Mikstat;gmina miejsko-wiejska;2010-01-01
3018064;30;18;06;4;Mikstat;miasto;2010-01-01
3018065;30;18;06;5;Mikstat;obszar wiejski;2010-01-01
3018073;30;18;07;3;Ostrzeszów;gmina miejsko-wiejska;2010-01-01
3018074;30;18;07;4;Ostrzeszów;miasto;2010-01-01
3018075;30;18;07;5;Ostrzeszów;obszar wiejski;2010-01-01
3019000;30;19;00;0;pilski;powiat;2010-01-01
3019011;30;19;01;1;Piła;gmina miejska;2010-01-01
3019022;30;19;02;2;Białośliwie;gmina wiejska;2010-01-01
3019032;30;19;03;2;Kaczory;gmina wiejska;2010-01-01
3019043;30;19;04;3;Łobżenica;gmina miejsko-wiejska;2010-01-01
3019044;30;19;04;4;Łobżenica;miasto;2010-01-01
3019045;30;19;04;5;Łobżenica;obszar wiejski;2010-01-01
3019052;30;19;05;2;Miasteczko Krajeńskie;gmina wiejska;2010-01-01
3019062;30;19;06;2;Szydłowo;gmina wiejska;2010-01-01
3019073;30;19;07;3;Ujście;gmina miejsko-wiejska;2010-01-01
3019074;30;19;07;4;Ujście;miasto;2010-01-01
3019075;30;19;07;5;Ujście;obszar wiejski;2010-01-01
3019083;30;19;08;3;Wyrzysk;gmina miejsko-wiejska;2010-01-01
3019084;30;19;08;4;Wyrzysk;miasto;2010-01-01
3019085;30;19;08;5;Wyrzysk;obszar wiejski;2010-01-01
3019093;30;19;09;3;Wysoka;gmina miejsko-wiejska;2010-01-01
3019094;30;19;09;4;Wysoka;miasto;2010-01-01
3019095;30;19;09;5;Wysoka;obszar wiejski;2010-01-01
3020000;30;20;00;0;pleszewski;powiat;2010-01-01
3020012;30;20;01;2;Chocz;gmina wiejska;2010-01-01
3020022;30;20;02;2;Czermin;gmina wiejska;2010-01-01
3020032;30;20;03;2;Dobrzyca;gmina wiejska;2010-01-01
3020042;30;20;04;2;Gizałki;gmina wiejska;2010-01-01
3020052;30;20;05;2;Gołuchów;gmina wiejska;2010-01-01
3020063;30;20;06;3;Pleszew;gmina miejsko-wiejska;2010-01-01
3020064;30;20;06;4;Pleszew;miasto;2010-01-01
3020065;30;20;06;5;Pleszew;obszar wiejski;2010-01-01
3021000;30;21;00;0;poznański;powiat;2010-01-01
3021011;30;21;01;1;Luboń;gmina miejska;2010-01-01
3021021;30;21;02;1;Puszczykowo;gmina miejska;2010-01-01
3021033;30;21;03;3;Buk;gmina miejsko-wiejska;2010-01-01
3021034;30;21;03;4;Buk;miasto;2010-01-01
3021035;30;21;03;5;Buk;obszar wiejski;2010-01-01
3021042;30;21;04;2;Czerwonak;gmina wiejska;2010-01-01
3021052;30;21;05;2;Dopiewo;gmina wiejska;2010-01-01
3021062;30;21;06;2;Kleszczewo;gmina wiejska;2010-01-01
3021072;30;21;07;2;Komorniki;gmina wiejska;2010-01-01
3021083;30;21;08;3;Kostrzyn;gmina miejsko-wiejska;2010-01-01
3021084;30;21;08;4;Kostrzyn;miasto;2010-01-01
3021085;30;21;08;5;Kostrzyn;obszar wiejski;2010-01-01
3021093;30;21;09;3;Kórnik;gmina miejsko-wiejska;2010-01-01
3021094;30;21;09;4;Kórnik;miasto;2010-01-01
3021095;30;21;09;5;Kórnik;obszar wiejski;2010-01-01
3021103;30;21;10;3;Mosina;gmina miejsko-wiejska;2010-01-01
3021104;30;21;10;4;Mosina;miasto;2010-01-01
3021105;30;21;10;5;Mosina;obszar wiejski;2010-01-01
3021113;30;21;11;3;Murowana Goślina;gmina miejsko-wiejska;2010-01-01
3021114;30;21;11;4;Murowana Goślina;miasto;2010-01-01
3021115;30;21;11;5;Murowana Goślina;obszar wiejski;2010-01-01
3021123;30;21;12;3;Pobiedziska;gmina miejsko-wiejska;2010-01-01
3021124;30;21;12;4;Pobiedziska;miasto;2010-01-01
3021125;30;21;12;5;Pobiedziska;obszar wiejski;2010-01-01
3021132;30;21;13;2;Rokietnica;gmina wiejska;2010-01-01
3021143;30;21;14;3;Stęszew;gmina miejsko-wiejska;2010-01-01
3021144;30;21;14;4;Stęszew;miasto;2010-01-01
3021145;30;21;14;5;Stęszew;obszar wiejski;2010-01-01
3021152;30;21;15;2;Suchy Las;gmina wiejska;2010-01-01
3021163;30;21;16;3;Swarzędz;gmina miejsko-wiejska;2010-01-01
3021164;30;21;16;4;Swarzędz;miasto;2010-01-01
3021165;30;21;16;5;Swarzędz;obszar wiejski;2010-01-01
3021172;30;21;17;2;Tarnowo Podgórne;gmina wiejska;2010-01-01
3022000;30;22;00;0;rawicki;powiat;2010-01-01
3022013;30;22;01;3;Bojanowo;gmina miejsko-wiejska;2010-01-01
3022014;30;22;01;4;Bojanowo;miasto;2010-01-01
3022015;30;22;01;5;Bojanowo;obszar wiejski;2010-01-01
3022023;30;22;02;3;Jutrosin;gmina miejsko-wiejska;2010-01-01
3022024;30;22;02;4;Jutrosin;miasto;2010-01-01
3022025;30;22;02;5;Jutrosin;obszar wiejski;2010-01-01
3022033;30;22;03;3;Miejska Górka;gmina miejsko-wiejska;2010-01-01
3022034;30;22;03;4;Miejska Górka;miasto;2010-01-01
3022035;30;22;03;5;Miejska Górka;obszar wiejski;2010-01-01
3022042;30;22;04;2;Pakosław;gmina wiejska;2010-01-01
3022053;30;22;05;3;Rawicz;gmina miejsko-wiejska;2010-01-01
3022054;30;22;05;4;Rawicz;miasto;2010-01-01
3022055;30;22;05;5;Rawicz;obszar wiejski;2010-01-01
3023000;30;23;00;0;słupecki;powiat;2010-01-01
3023011;30;23;01;1;Słupca;gmina miejska;2010-01-01
3023022;30;23;02;2;Lądek;gmina wiejska;2010-01-01
3023032;30;23;03;2;Orchowo;gmina wiejska;2010-01-01
3023042;30;23;04;2;Ostrowite;gmina wiejska;2010-01-01
3023052;30;23;05;2;Powidz;gmina wiejska;2010-01-01
3023062;30;23;06;2;Słupca;gmina wiejska;2010-01-01
3023072;30;23;07;2;Strzałkowo;gmina wiejska;2010-01-01
3023083;30;23;08;3;Zagórów;gmina miejsko-wiejska;2010-01-01
3023084;30;23;08;4;Zagórów;miasto;2010-01-01
3023085;30;23;08;5;Zagórów;obszar wiejski;2010-01-01
3024000;30;24;00;0;szamotulski;powiat;2010-01-01
3024011;30;24;01;1;Obrzycko;gmina miejska;2010-01-01
3024022;30;24;02;2;Duszniki;gmina wiejska;2010-01-01
3024032;30;24;03;2;Kaźmierz;gmina wiejska;2010-01-01
3024042;30;24;04;2;Obrzycko;gmina wiejska;2010-01-01
3024053;30;24;05;3;Ostroróg;gmina miejsko-wiejska;2010-01-01
3024054;30;24;05;4;Ostroróg;miasto;2010-01-01
3024055;30;24;05;5;Ostroróg;obszar wiejski;2010-01-01
3024063;30;24;06;3;Pniewy;gmina miejsko-wiejska;2010-01-01
3024064;30;24;06;4;Pniewy;miasto;2010-01-01
3024065;30;24;06;5;Pniewy;obszar wiejski;2010-01-01
3024073;30;24;07;3;Szamotuły;gmina miejsko-wiejska;2010-01-01
3024074;30;24;07;4;Szamotuły;miasto;2010-01-01
3024075;30;24;07;5;Szamotuły;obszar wiejski;2010-01-01
3024083;30;24;08;3;Wronki;gmina miejsko-wiejska;2010-01-01
3024084;30;24;08;4;Wronki;miasto;2010-01-01
3024085;30;24;08;5;Wronki;obszar wiejski;2010-01-01
3025000;30;25;00;0;średzki;powiat;2010-01-01
3025012;30;25;01;2;Dominowo;gmina wiejska;2010-01-01
3025022;30;25;02;2;Krzykosy;gmina wiejska;2010-01-01
3025032;30;25;03;2;Nowe Miasto nad Wartą;gmina wiejska;2010-01-01
3025043;30;25;04;3;Środa Wielkopolska;gmina miejsko-wiejska;2010-01-01
3025044;30;25;04;4;Środa Wielkopolska;miasto;2010-01-01
3025045;30;25;04;5;Środa Wielkopolska;obszar wiejski;2010-01-01
3025052;30;25;05;2;Zaniemyśl;gmina wiejska;2010-01-01
3026000;30;26;00;0;śremski;powiat;2010-01-01
3026012;30;26;01;2;Brodnica;gmina wiejska;2010-01-01
3026023;30;26;02;3;Dolsk;gmina miejsko-wiejska;2010-01-01
3026024;30;26;02;4;Dolsk;miasto;2010-01-01
3026025;30;26;02;5;Dolsk;obszar wiejski;2010-01-01
3026033;30;26;03;3;Książ Wielkopolski;gmina miejsko-wiejska;2010-01-01
3026034;30;26;03;4;Książ Wielkopolski;miasto;2010-01-01
3026035;30;26;03;5;Książ Wielkopolski;obszar wiejski;2010-01-01
3026043;30;26;04;3;Śrem;gmina miejsko-wiejska;2010-01-01
3026044;30;26;04;4;Śrem;miasto;2010-01-01
3026045;30;26;04;5;Śrem;obszar wiejski;2010-01-01
3027000;30;27;00;0;turecki;powiat;2010-01-01
3027011;30;27;01;1;Turek;gmina miejska;2010-01-01
3027022;30;27;02;2;Brudzew;gmina wiejska;2010-01-01
3027033;30;27;03;3;Dobra;gmina miejsko-wiejska;2010-01-01
3027034;30;27;03;4;Dobra;miasto;2010-01-01
3027035;30;27;03;5;Dobra;obszar wiejski;2010-01-01
3027042;30;27;04;2;Kawęczyn;gmina wiejska;2010-01-01
3027052;30;27;05;2;Malanów;gmina wiejska;2010-01-01
3027062;30;27;06;2;Przykona;gmina wiejska;2010-01-01
3027073;30;27;07;3;Tuliszków;gmina miejsko-wiejska;2010-01-01
3027074;30;27;07;4;Tuliszków;miasto;2010-01-01
3027075;30;27;07;5;Tuliszków;obszar wiejski;2010-01-01
3027082;30;27;08;2;Turek;gmina wiejska;2010-01-01
3027092;30;27;09;2;Władysławów;gmina wiejska;2010-01-01
3028000;30;28;00;0;wągrowiecki;powiat;2010-01-01
3028011;30;28;01;1;Wągrowiec;gmina miejska;2010-01-01
3028022;30;28;02;2;Damasławek;gmina wiejska;2010-01-01
3028033;30;28;03;3;Gołańcz;gmina miejsko-wiejska;2010-01-01
3028034;30;28;03;4;Gołańcz;miasto;2010-01-01
3028035;30;28;03;5;Gołańcz;obszar wiejski;2010-01-01
3028042;30;28;04;2;Mieścisko;gmina wiejska;2010-01-01
3028053;30;28;05;3;Skoki;gmina miejsko-wiejska;2010-01-01
3028054;30;28;05;4;Skoki;miasto;2010-01-01
3028055;30;28;05;5;Skoki;obszar wiejski;2010-01-01
3028062;30;28;06;2;Wapno;gmina wiejska;2010-01-01
3028072;30;28;07;2;Wągrowiec;gmina wiejska;2010-01-01
3029000;30;29;00;0;wolsztyński;powiat;2010-01-01
3029012;30;29;01;2;Przemęt;gmina wiejska;2010-01-01
3029022;30;29;02;2;Siedlec;gmina wiejska;2010-01-01
3029033;30;29;03;3;Wolsztyn;gmina miejsko-wiejska;2010-01-01
3029034;30;29;03;4;Wolsztyn;miasto;2010-01-01
3029035;30;29;03;5;Wolsztyn;obszar wiejski;2010-01-01
3030000;30;30;00;0;wrzesiński;powiat;2010-01-01
3030012;30;30;01;2;Kołaczkowo;gmina wiejska;2010-01-01
3030023;30;30;02;3;Miłosław;gmina miejsko-wiejska;2010-01-01
3030024;30;30;02;4;Miłosław;miasto;2010-01-01
3030025;30;30;02;5;Miłosław;obszar wiejski;2010-01-01
3030033;30;30;03;3;Nekla;gmina miejsko-wiejska;2010-01-01
3030034;30;30;03;4;Nekla;miasto;2010-01-01
3030035;30;30;03;5;Nekla;obszar wiejski;2010-01-01
3030043;30;30;04;3;Pyzdry;gmina miejsko-wiejska;2010-01-01
3030044;30;30;04;4;Pyzdry;miasto;2010-01-01
3030045;30;30;04;5;Pyzdry;obszar wiejski;2010-01-01
3030053;30;30;05;3;Września;gmina miejsko-wiejska;2010-01-01
3030054;30;30;05;4;Września;miasto;2010-01-01
3030055;30;30;05;5;Września;obszar wiejski;2010-01-01
3031000;30;31;00;0;złotowski;powiat;2010-01-01
3031011;30;31;01;1;Złotów;gmina miejska;2010-01-01
3031023;30;31;02;3;Jastrowie;gmina miejsko-wiejska;2010-01-01
3031024;30;31;02;4;Jastrowie;miasto;2010-01-01
3031025;30;31;02;5;Jastrowie;obszar wiejski;2010-01-01
3031033;30;31;03;3;Krajenka;gmina miejsko-wiejska;2010-01-01
3031034;30;31;03;4;Krajenka;miasto;2010-01-01
3031035;30;31;03;5;Krajenka;obszar wiejski;2010-01-01
3031042;30;31;04;2;Lipka;gmina wiejska;2010-01-01
3031053;30;31;05;3;Okonek;gmina miejsko-wiejska;2010-01-01
3031054;30;31;05;4;Okonek;miasto;2010-01-01
3031055;30;31;05;5;Okonek;obszar wiejski;2010-01-01
3031062;30;31;06;2;Tarnówka;gmina wiejska;2010-01-01
3031072;30;31;07;2;Zakrzewo;gmina wiejska;2010-01-01
3031082;30;31;08;2;Złotów;gmina wiejska;2010-01-01
3061000;30;61;00;0;Kalisz;miasto na prawach powiatu;2010-01-01
3061011;30;61;01;1;Kalisz;gmina miejska;2010-01-01
3062000;30;62;00;0;Konin;miasto na prawach powiatu;2010-01-01
3062011;30;62;01;1;Konin;gmina miejska;2010-01-01
3063000;30;63;00;0;Leszno;miasto na prawach powiatu;2010-01-01
3063011;30;63;01;1;Leszno;gmina miejska;2010-01-01
3064000;30;64;00;0;Poznań;miasto na prawach powiatu;2010-01-01
3064011;30;64;01;1;Poznań;gmina miejska;2010-01-01
3064029;30;64;02;9;Poznań-Grunwald;delegatura;2010-01-01
3064039;30;64;03;9;Poznań-Jeżyce;delegatura;2010-01-01
3064049;30;64;04;9;Poznań-Nowe Miasto;delegatura;2010-01-01
3064059;30;64;05;9;Poznań-Stare Miasto;delegatura;2010-01-01
3064069;30;64;06;9;Poznań-Wilda;delegatura;2010-01-01
3200000;32;00;00;0;ZACHODNIOPOMORSKIE;województwo;2010-01-01
3201000;32;01;00;0;białogardzki;powiat;2010-01-01
3201011;32;01;01;1;Białogard;gmina miejska;2010-01-01
3201022;32;01;02;2;Białogard;gmina wiejska;2010-01-01
3201033;32;01;03;3;Karlino;gmina miejsko-wiejska;2010-01-01
3201034;32;01;03;4;Karlino;miasto;2010-01-01
3201035;32;01;03;5;Karlino;obszar wiejski;2010-01-01
3201043;32;01;04;3;Tychowo;gmina miejsko-wiejska;2010-01-01
3201044;32;01;04;4;Tychowo;miasto;2010-01-01
3201045;32;01;04;5;Tychowo;obszar wiejski;2010-01-01
3202000;32;02;00;0;choszczeński;powiat;2010-01-01
3202012;32;02;01;2;Bierzwnik;gmina wiejska;2010-01-01
3202023;32;02;02;3;Choszczno;gmina miejsko-wiejska;2010-01-01
3202024;32;02;02;4;Choszczno;miasto;2010-01-01
3202025;32;02;02;5;Choszczno;obszar wiejski;2010-01-01
3202033;32;02;03;3;Drawno;gmina miejsko-wiejska;2010-01-01
3202034;32;02;03;4;Drawno;miasto;2010-01-01
3202035;32;02;03;5;Drawno;obszar wiejski;2010-01-01
3202042;32;02;04;2;Krzęcin;gmina wiejska;2010-01-01
3202053;32;02;05;3;Pełczyce;gmina miejsko-wiejska;2010-01-01
3202054;32;02;05;4;Pełczyce;miasto;2010-01-01
3202055;32;02;05;5;Pełczyce;obszar wiejski;2010-01-01
3202063;32;02;06;3;Recz;gmina miejsko-wiejska;2010-01-01
3202064;32;02;06;4;Recz;miasto;2010-01-01
3202065;32;02;06;5;Recz;obszar wiejski;2010-01-01
3203000;32;03;00;0;drawski;powiat;2010-01-01
3203013;32;03;01;3;Czaplinek;gmina miejsko-wiejska;2010-01-01
3203014;32;03;01;4;Czaplinek;miasto;2010-01-01
3203015;32;03;01;5;Czaplinek;obszar wiejski;2010-01-01
3203023;32;03;02;3;Drawsko Pomorskie;gmina miejsko-wiejska;2010-01-01
3203024;32;03;02;4;Drawsko Pomorskie;miasto;2010-01-01
3203025;32;03;02;5;Drawsko Pomorskie;obszar wiejski;2010-01-01
3203033;32;03;03;3;Kalisz Pomorski;gmina miejsko-wiejska;2010-01-01
3203034;32;03;03;4;Kalisz Pomorski;miasto;2010-01-01
3203035;32;03;03;5;Kalisz Pomorski;obszar wiejski;2010-01-01
3203042;32;03;04;2;Ostrowice;gmina wiejska;2010-01-01
3203052;32;03;05;2;Wierzchowo;gmina wiejska;2010-01-01
3203063;32;03;06;3;Złocieniec;gmina miejsko-wiejska;2010-01-01
3203064;32;03;06;4;Złocieniec;miasto;2010-01-01
3203065;32;03;06;5;Złocieniec;obszar wiejski;2010-01-01
3204000;32;04;00;0;goleniowski;powiat;2010-01-01
3204023;32;04;02;3;Goleniów;gmina miejsko-wiejska;2010-01-01
3204024;32;04;02;4;Goleniów;miasto;2010-01-01
3204025;32;04;02;5;Goleniów;obszar wiejski;2010-01-01
3204033;32;04;03;3;Maszewo;gmina miejsko-wiejska;2010-01-01
3204034;32;04;03;4;Maszewo;miasto;2010-01-01
3204035;32;04;03;5;Maszewo;obszar wiejski;2010-01-01
3204043;32;04;04;3;Nowogard;gmina miejsko-wiejska;2010-01-01
3204044;32;04;04;4;Nowogard;miasto;2010-01-01
3204045;32;04;04;5;Nowogard;obszar wiejski;2010-01-01
3204052;32;04;05;2;Osina;gmina wiejska;2010-01-01
3204062;32;04;06;2;Przybiernów;gmina wiejska;2010-01-01
3204072;32;04;07;2;Stepnica;gmina wiejska;2010-01-01
3205000;32;05;00;0;gryficki;powiat;2010-01-01
3205012;32;05;01;2;Brojce;gmina wiejska;2010-01-01
3205023;32;05;02;3;Gryfice;gmina miejsko-wiejska;2010-01-01
3205024;32;05;02;4;Gryfice;miasto;2010-01-01
3205025;32;05;02;5;Gryfice;obszar wiejski;2010-01-01
3205032;32;05;03;2;Karnice;gmina wiejska;2010-01-01
3205043;32;05;04;3;Płoty;gmina miejsko-wiejska;2010-01-01
3205044;32;05;04;4;Płoty;miasto;2010-01-01
3205045;32;05;04;5;Płoty;obszar wiejski;2010-01-01
3205072;32;05;07;2;Rewal;gmina wiejska;2010-01-01
3205083;32;05;08;3;Trzebiatów;gmina miejsko-wiejska;2010-01-01
3205084;32;05;08;4;Trzebiatów;miasto;2010-01-01
3205085;32;05;08;5;Trzebiatów;obszar wiejski;2010-01-01
3206000;32;06;00;0;gryfiński;powiat;2010-01-01
3206012;32;06;01;2;Banie;gmina wiejska;2010-01-01
3206023;32;06;02;3;Cedynia;gmina miejsko-wiejska;2010-01-01
3206024;32;06;02;4;Cedynia;miasto;2010-01-01
3206025;32;06;02;5;Cedynia;obszar wiejski;2010-01-01
3206033;32;06;03;3;Chojna;gmina miejsko-wiejska;2010-01-01
3206034;32;06;03;4;Chojna;miasto;2010-01-01
3206035;32;06;03;5;Chojna;obszar wiejski;2010-01-01
3206043;32;06;04;3;Gryfino;gmina miejsko-wiejska;2010-01-01
3206044;32;06;04;4;Gryfino;miasto;2010-01-01
3206045;32;06;04;5;Gryfino;obszar wiejski;2010-01-01
3206053;32;06;05;3;Mieszkowice;gmina miejsko-wiejska;2010-01-01
3206054;32;06;05;4;Mieszkowice;miasto;2010-01-01
3206055;32;06;05;5;Mieszkowice;obszar wiejski;2010-01-01
3206063;32;06;06;3;Moryń;gmina miejsko-wiejska;2010-01-01
3206064;32;06;06;4;Moryń;miasto;2010-01-01
3206065;32;06;06;5;Moryń;obszar wiejski;2010-01-01
3206072;32;06;07;2;Stare Czarnowo;gmina wiejska;2010-01-01
3206083;32;06;08;3;Trzcińsko-Zdrój;gmina miejsko-wiejska;2010-01-01
3206084;32;06;08;4;Trzcińsko-Zdrój;miasto;2010-01-01
3206085;32;06;08;5;Trzcińsko-Zdrój;obszar wiejski;2010-01-01
3206092;32;06;09;2;Widuchowa;gmina wiejska;2010-01-01
3207000;32;07;00;0;kamieński;powiat;2010-01-01
3207013;32;07;01;3;Dziwnów;gmina miejsko-wiejska;2010-01-01
3207014;32;07;01;4;Dziwnów;miasto;2010-01-01
3207015;32;07;01;5;Dziwnów;obszar wiejski;2010-01-01
3207023;32;07;02;3;Golczewo;gmina miejsko-wiejska;2010-01-01
3207024;32;07;02;4;Golczewo;miasto;2010-01-01
3207025;32;07;02;5;Golczewo;obszar wiejski;2010-01-01
3207033;32;07;03;3;Kamień Pomorski;gmina miejsko-wiejska;2010-01-01
3207034;32;07;03;4;Kamień Pomorski;miasto;2010-01-01
3207035;32;07;03;5;Kamień Pomorski;obszar wiejski;2010-01-01
3207043;32;07;04;3;Międzyzdroje;gmina miejsko-wiejska;2010-01-01
3207044;32;07;04;4;Międzyzdroje;miasto;2010-01-01
3207045;32;07;04;5;Międzyzdroje;obszar wiejski;2010-01-01
3207052;32;07;05;2;Świerzno;gmina wiejska;2010-01-01
3207063;32;07;06;3;Wolin;gmina miejsko-wiejska;2010-01-01
3207064;32;07;06;4;Wolin;miasto;2010-01-01
3207065;32;07;06;5;Wolin;obszar wiejski;2010-01-01
3208000;32;08;00;0;kołobrzeski;powiat;2010-01-01
3208011;32;08;01;1;Kołobrzeg;gmina miejska;2010-01-01
3208022;32;08;02;2;Dygowo;gmina wiejska;2010-01-01
3208032;32;08;03;2;Gościno;gmina wiejska;2010-01-01
3208042;32;08;04;2;Kołobrzeg;gmina wiejska;2010-01-01
3208052;32;08;05;2;Rymań;gmina wiejska;2010-01-01
3208062;32;08;06;2;Siemyśl;gmina wiejska;2010-01-01
3208072;32;08;07;2;Ustronie Morskie;gmina wiejska;2010-01-01
3209000;32;09;00;0;koszaliński;powiat;2010-01-01
3209012;32;09;01;2;Będzino;gmina wiejska;2010-01-01
3209022;32;09;02;2;Biesiekierz;gmina wiejska;2010-01-01
3209033;32;09;03;3;Bobolice;gmina miejsko-wiejska;2010-01-01
3209034;32;09;03;4;Bobolice;miasto;2010-01-01
3209035;32;09;03;5;Bobolice;obszar wiejski;2010-01-01
3209042;32;09;04;2;Manowo;gmina wiejska;2010-01-01
3209052;32;09;05;2;Mielno;gmina wiejska;2010-01-01
3209063;32;09;06;3;Polanów;gmina miejsko-wiejska;2010-01-01
3209064;32;09;06;4;Polanów;miasto;2010-01-01
3209065;32;09;06;5;Polanów;obszar wiejski;2010-01-01
3209073;32;09;07;3;Sianów;gmina miejsko-wiejska;2010-01-01
3209074;32;09;07;4;Sianów;miasto;2010-01-01
3209075;32;09;07;5;Sianów;obszar wiejski;2010-01-01
3209082;32;09;08;2;Świeszyno;gmina wiejska;2010-01-01
3210000;32;10;00;0;myśliborski;powiat;2010-01-01
3210013;32;10;01;3;Barlinek;gmina miejsko-wiejska;2010-01-01
3210014;32;10;01;4;Barlinek;miasto;2010-01-01
3210015;32;10;01;5;Barlinek;obszar wiejski;2010-01-01
3210022;32;10;02;2;Boleszkowice;gmina wiejska;2010-01-01
3210033;32;10;03;3;Dębno;gmina miejsko-wiejska;2010-01-01
3210034;32;10;03;4;Dębno;miasto;2010-01-01
3210035;32;10;03;5;Dębno;obszar wiejski;2010-01-01
3210043;32;10;04;3;Myślibórz;gmina miejsko-wiejska;2010-01-01
3210044;32;10;04;4;Myślibórz;miasto;2010-01-01
3210045;32;10;04;5;Myślibórz;obszar wiejski;2010-01-01
3210052;32;10;05;2;Nowogródek Pomorski;gmina wiejska;2010-01-01
3211000;32;11;00;0;policki;powiat;2010-01-01
3211012;32;11;01;2;Dobra (Szczecińska);gmina wiejska;2010-01-01
3211022;32;11;02;2;Kołbaskowo;gmina wiejska;2010-01-01
3211033;32;11;03;3;Nowe Warpno;gmina miejsko-wiejska;2010-01-01
3211034;32;11;03;4;Nowe Warpno;miasto;2010-01-01
3211035;32;11;03;5;Nowe Warpno;obszar wiejski;2010-01-01
3211043;32;11;04;3;Police;gmina miejsko-wiejska;2010-01-01
3211044;32;11;04;4;Police;miasto;2010-01-01
3211045;32;11;04;5;Police;obszar wiejski;2010-01-01
3212000;32;12;00;0;pyrzycki;powiat;2010-01-01
3212012;32;12;01;2;Bielice;gmina wiejska;2010-01-01
3212022;32;12;02;2;Kozielice;gmina wiejska;2010-01-01
3212033;32;12;03;3;Lipiany;gmina miejsko-wiejska;2010-01-01
3212034;32;12;03;4;Lipiany;miasto;2010-01-01
3212035;32;12;03;5;Lipiany;obszar wiejski;2010-01-01
3212042;32;12;04;2;Przelewice;gmina wiejska;2010-01-01
3212053;32;12;05;3;Pyrzyce;gmina miejsko-wiejska;2010-01-01
3212054;32;12;05;4;Pyrzyce;miasto;2010-01-01
3212055;32;12;05;5;Pyrzyce;obszar wiejski;2010-01-01
3212062;32;12;06;2;Warnice;gmina wiejska;2010-01-01
3213000;32;13;00;0;sławieński;powiat;2010-01-01
3213011;32;13;01;1;Darłowo;gmina miejska;2010-01-01
3213021;32;13;02;1;Sławno;gmina miejska;2010-01-01
3213032;32;13;03;2;Darłowo;gmina wiejska;2010-01-01
3213042;32;13;04;2;Malechowo;gmina wiejska;2010-01-01
3213052;32;13;05;2;Postomino;gmina wiejska;2010-01-01
3213062;32;13;06;2;Sławno;gmina wiejska;2010-01-01
3214000;32;14;00;0;stargardzki;powiat;2010-01-01
3214011;32;14;01;1;Stargard Szczeciński;gmina miejska;2010-01-01
3214023;32;14;02;3;Chociwel;gmina miejsko-wiejska;2010-01-01
3214024;32;14;02;4;Chociwel;miasto;2010-01-01
3214025;32;14;02;5;Chociwel;obszar wiejski;2010-01-01
3214033;32;14;03;3;Dobrzany;gmina miejsko-wiejska;2010-01-01
3214034;32;14;03;4;Dobrzany;miasto;2010-01-01
3214035;32;14;03;5;Dobrzany;obszar wiejski;2010-01-01
3214042;32;14;04;2;Dolice;gmina wiejska;2010-01-01
3214053;32;14;05;3;Ińsko;gmina miejsko-wiejska;2010-01-01
3214054;32;14;05;4;Ińsko;miasto;2010-01-01
3214055;32;14;05;5;Ińsko;obszar wiejski;2010-01-01
3214062;32;14;06;2;Kobylanka;gmina wiejska;2010-01-01
3214082;32;14;08;2;Marianowo;gmina wiejska;2010-01-01
3214092;32;14;09;2;Stara Dąbrowa;gmina wiejska;2010-01-01
3214102;32;14;10;2;Stargard Szczeciński;gmina wiejska;2010-01-01
3214113;32;14;11;3;Suchań;gmina miejsko-wiejska;2010-01-01
3214114;32;14;11;4;Suchań;miasto;2010-01-01
3214115;32;14;11;5;Suchań;obszar wiejski;2010-01-01
3215000;32;15;00;0;szczecinecki;powiat;2010-01-01
